Series Name,Series Code,Code,2010AG.LND.ARBL.ZS,2011AG.LND.ARBL.ZS,2012AG.LND.ARBL.ZS,2013AG.LND.ARBL.ZS,2014AG.LND.ARBL.ZS,2010AG.SRF.TOTL.K2,2011AG.SRF.TOTL.K2,2012AG.SRF.TOTL.K2,2013AG.SRF.TOTL.K2,2014AG.SRF.TOTL.K2,2010EN.POP.DNST,2011EN.POP.DNST,2012EN.POP.DNST,2013EN.POP.DNST,2014EN.POP.DNST,2010IT.NET.USER.P2,2011IT.NET.USER.P2,2012IT.NET.USER.P2,2013IT.NET.USER.P2,2014IT.NET.USER.P2,2010MS.MIL.TOTL.TF.ZS,2011MS.MIL.TOTL.TF.ZS,2012MS.MIL.TOTL.TF.ZS,2013MS.MIL.TOTL.TF.ZS,2014MS.MIL.TOTL.TF.ZS,2010NY.GDP.MKTP.CD,2011NY.GDP.MKTP.CD,2012NY.GDP.MKTP.CD,2013NY.GDP.MKTP.CD,2014NY.GDP.MKTP.CD,2010NY.GDP.MKTP.KD.ZG,2011NY.GDP.MKTP.KD.ZG,2012NY.GDP.MKTP.KD.ZG,2013NY.GDP.MKTP.KD.ZG,2014NY.GDP.MKTP.KD.ZG,2010NY.GDP.PCAP.KD.ZG,2011NY.GDP.PCAP.KD.ZG,2012NY.GDP.PCAP.KD.ZG,2013NY.GDP.PCAP.KD.ZG,2014NY.GDP.PCAP.KD.ZG,2010NY.GDP.PCAP.CD,2011NY.GDP.PCAP.CD,2012NY.GDP.PCAP.CD,2013NY.GDP.PCAP.CD,2014NY.GDP.PCAP.CD,2010SL.TLF.TOTL.FE.ZS,2011SL.TLF.TOTL.FE.ZS,2012SL.TLF.TOTL.FE.ZS,2013SL.TLF.TOTL.FE.ZS,2014SL.TLF.TOTL.FE.ZS,2010SL.TLF.TOTL.IN,2011SL.TLF.TOTL.IN,2012SL.TLF.TOTL.IN,2013SL.TLF.TOTL.IN,2014SL.TLF.TOTL.IN,2010SL.UEM.TOTL.FE.ZS,2011SL.UEM.TOTL.FE.ZS,2012SL.UEM.TOTL.FE.ZS,2013SL.UEM.TOTL.FE.ZS,2014SL.UEM.TOTL.FE.ZS,2010SL.UEM.TOTL.ZS,2011SL.UEM.TOTL.ZS,2012SL.UEM.TOTL.ZS,2013SL.UEM.TOTL.ZS,2014SL.UEM.TOTL.ZS,2010SP.POP.GROW,2011SP.POP.GROW,2012SP.POP.GROW,2013SP.POP.GROW,2014SP.POP.GROW,2010SP.POP.TOTL,2011SP.POP.TOTL,2012SP.POP.TOTL,2013SP.POP.TOTL,2014SP.POP.TOTL,2010SP.POP.TOTL.FE.ZS,2011SP.POP.TOTL.FE.ZS,2012SP.POP.TOTL.FE.ZS,2013SP.POP.TOTL.FE.ZS,2014SP.POP.TOTL.FE.ZS,2010SP.RUR.TOTL,2011SP.RUR.TOTL,2012SP.RUR.TOTL,2013SP.RUR.TOTL,2014SP.RUR.TOTL
,,LCA,4.918032787,4.918032787,4.918032787,4.918032787,..,620,620,620,620,620,290.8147541,293.8983607,296.5409836,298.8606557,301.057377,43.3,44,45.9,46.2,51,..,..,..,..,..,1244297407,1289531852,1302666704,1335764111,1365426556,-1.039710425,1.241586398,-1.597608138,-0.431955475,-1.595330462,-2.267530497,0.179351076,-2.474520381,-1.204774558,-2.31335849,7014.196449,7192.917435,7201.430171,7327.084343,7435.141472,46.38766231,46.45843634,46.47873916,46.51058551,..,91492,93038,94540,95933,..,..,..,..,..,..,..,..,..,..,..,1.248481161,1.05475149,0.895143802,0.779199691,0.732343757,177397,179278,180890,182305,183645,50.88473875,50.87908165,50.88727956,50.90425386,50.92379319,144667,146201,147516,148653,149713
,,KNA,17.30769231,19.23076923,19.23076923,19.23076923,..,260,260,260,260,260,201.3538462,203.8384615,206.3461538,208.85,211.3230769,63,63.2,64,64.6,65.4,..,..,..,..,..,692457407.4,728050629.6,731919888.9,774074074.1,833333333.3,-3.227007768,1.695117941,-1.225698,3.762065229,6.339234723,-4.400809153,0.455541991,-2.426086536,2.518089898,5.094765301,13226.95231,13737.32272,13642.4956,14255.24528,15166.95787,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.22035934,1.226403601,1.222729209,1.20611739,1.177184174,52352,52998,53650,54301,54944,..,..,..,..,..,35701,36137,36566,36983,37384
,,STP,8.854166667,9.0625,9.0625,9.0625,..,960,960,960,960,960,178,181.9229167,185.9208333,189.9854167,194.10625,18.75,20.1612,21.5724,23,24.41,..,..,..,..,..,201037916.6,248286778.2,263328450.3,310684591.5,334902362.1,4.511410895,4.943449338,4.000000005,3.999999996,4.225800281,2.258250562,2.680488662,1.763653889,1.775004657,2.013109283,1176.485935,1421.6574,1475.361659,1703.445393,1797.245721,37.2926035,37.45301458,37.52756518,37.60074298,..,58041,59859,61672,63528,..,..,..,..,..,..,..,..,..,..,..,2.179477885,2.179951227,2.173789331,2.162635896,2.145837472,170880,174646,178484,182386,186342,50.25632022,50.24735751,50.23923713,50.23137741,50.22378208,65093,65318,65566,65838,66131
,,VCT,12.82051282,12.82051282,12.82051282,12.82051282,..,390,390,390,390,390,280.2974359,280.3615385,280.3435897,280.325641,280.4102564,38.5,43.01,47.52,52,56.48,..,..,..,..,..,681370666.7,677039407.4,694445888.9,718879481.5,728696703.7,-3.365069493,-0.480673797,1.165562972,1.795450237,-0.451725793,-3.418993262,-0.503428145,1.172039996,1.801968006,-0.481765049,6233.036945,6191.999409,6351.600498,6575.498106,6663.283684,40.95572004,41.03992915,41.12122102,41.19398079,..,53907,54196,54512,54758,..,..,..,..,..,..,..,..,..,..,..,0.055817104,0.022866865,-0.006402195,-0.006402605,0.030180121,109316,109341,109334,109327,109360,49.50327491,49.50933319,49.51524686,49.52299066,49.53182151,55986,55611,55219,54830,54461
,,MAF,..,..,..,..,..,54.4,54.4,54.4,54.4,54.4,555.7904412,562.7757353,569.0992647,574.7058824,579.5955882,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.382088439,1.24898912,1.117366353,0.98035274,0.84721977,30235,30615,30959,31264,31530,..,..,..,..,..,..,..,..,..,..
,,SXM,..,..,..,..,..,34,34,34,34,34,1043.352941,983.3823529,1018.823529,1076.676471,1107.764706,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9.816606702,-5.919677828,3.540582819,5.523039526,2.846525213,35474,33435,34640,36607,37664,..,..,..,..,..,0,0,0,0,0
,,SMR,16.66666667,16.66666667,16.66666667,16.66666667,..,60,60,60,60,60,511.5,515.6333333,519.5333333,523.1833333,526.5833333,..,49.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.847504296,0.804833318,0.753505417,0.700097164,0.64776526,30690,30938,31172,31391,31595,..,..,..,..,..,1815,1824,1832,1838,1843
,,GUY,2.133604267,2.133604267,2.133604267,2.133604267,..,214970,214970,214970,214970,214970,3.827086614,3.83989332,3.852730505,3.866055372,3.880584201,29.9,31,33,35,37.35,0.852294146,0.352652266,0.345796684,0.340007789,..,2259288396,2576602497,2851154076,2990006534,3228372888,4.370869417,5.437126058,4.816458917,5.22162589,3.828406874,4.008864057,5.085475082,4.467213533,4.858965763,3.43967541,2998.941274,3408.731903,3759.383547,3928.87895,4226.210854,34.08291511,34.31659197,34.46712731,34.67090337,..,305059,311922,318106,323522,..,14,13.80000019,14.19999981,14.19999981,..,11.39999962,11.19999981,11.30000019,11.10000038,..,0.347448111,0.334074633,0.333753421,0.345258441,0.375100609,753362,755883,758410,761033,763893,50.06278522,49.9745331,49.90480083,49.8488239,49.79768109,540620,542187,543636,545037,546497
,,TZA,13.09550689,13.88575299,15.3533529,15.2404606,..,947300,947300,947300,947300,947300,51.53367013,53.19823662,54.9172601,56.68712689,58.50374915,2.9,3.2,3.95,4.4,4.86,0.126856074,0.123112542,0.119377233,0.115889386,..,31105430200,33561501962,38808657767,44333456245,49183884817,6.358886081,7.904507572,5.141013621,7.26306003,6.965132962,3.210516348,4.694705145,2.003178232,4.067193496,3.800459218,712.2331641,745.6113309,836.4524887,927.0601337,998.058927,50.20279998,50.24083241,50.1783954,50.20788883,..,22387576,23068324,23790131,24506127,..,3.799999952,4.5,4.5,4.5,..,3,3.5,3.5,3.5,..,3.174633736,3.178986665,3.18024412,3.17194552,3.154369428,45648525,47122998,48645709,50213457,51822621,50.34673738,50.33990622,50.33222149,50.32342625,50.31309783,32814899,33552517,34298630,35051002,35808913
,,ETH,14.565,15.1932,15.346,15.119,..,1104300,1104300,1104300,1104300,1104300,87.561814,89.858696,92.191211,94.558374,96.958732,0.75,1.1,1.482810139,1.9,2.9,0.338106814,0.326613327,0.315071385,0.304278956,..,29933790334,31952763089,43310721414,47524728957,54797679658,12.55053833,11.17829624,8.647811053,10.49043607,9.936059663,9.645937247,8.336463024,5.898930262,7.72443174,7.214428564,341.8589562,355.5889915,469.7923039,502.5967236,565.1649782,47.19950046,47.24063452,47.22486266,47.26566331,..,40815504,42251797,43799598,45353120,..,8.399999619,8.399999619,8.399999619,8.800000191,..,5.400000095,5.400000095,5.400000095,5.699999809,..,2.61459282,2.589340241,2.562640856,2.535255744,2.50680866,87561814,89858696,92191211,94558374,96958732,50.0954914,50.09315292,50.09130968,50.08992329,50.08893887,72396983,73922256,75449287,76979972,78509424
,,KIR,2.469135802,2.469135802,2.469135802,2.469135802,..,810,810,810,810,810,126.7259259,129.2123457,131.6296296,134.0049383,136.382716,9.07,10,10.74679768,11.5,12.25,..,..,..,..,..,150436703.5,172260277.6,174984282.2,168944505.2,166762323.6,-0.500317782,2.740007765,2.810013544,2.97279334,3.03030303,-2.51846074,0.762992462,0.921981219,1.147545934,1.234011153,1465.559032,1645.872214,1641.195669,1556.461022,1509.571138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.049143122,1.943045067,1.853500114,1.788450933,1.758837015,102648,104662,106620,108544,110470,50.77156886,50.76340983,50.74939036,50.73150059,50.71422106,57716,58762,59763,60725,61672
,,TJK,5.994569877,6.073163761,6.144612746,6.144612746,..,142550,142550,142550,142550,142550,54.1704487,55.40100743,56.66568305,57.95865962,59.27293512,11.55,13.03,14.51,16,17.49,0.495483049,0.481694003,0.468398611,0.455596528,..,5642221529,6522755783,7633036366,8506615265,9241627841,6.5,7.4,7.5,7.4,6.699250546,4.157861249,5.014447573,5.100794308,5.00405634,4.333377971,744.1898922,841.2198704,962.4391249,1048.659569,1114.007483,43.49186055,43.45707353,43.4006084,43.34696303,..,3289719,3383891,3479942,3577727,..,10.19999981,10.19999981,9.899999619,9.600000381,..,11.60000038,11.30000019,11,10.69999981,..,2.223734022,2.246224545,2.257101207,2.256120085,2.242280464,7581696,7753925,7930929,8111894,8295840,49.71585513,49.64657254,49.55376602,49.45803039,49.38551129,5571333,5696576,5823840,5952427,6081514
,,SEN,19.9968836,17.39988573,17.39988573,16.88048616,..,196710,196710,196710,196710,196710,67.29751727,69.37621669,71.57382226,73.86402639,76.20919857,8,9.8,10.8,13.1,17.7,0.33434985,0.323466279,0.313366285,0.304012673,..,12932428288,14440676929,14045681414,14791699009,15578916865,4.266247626,2.066645293,3.452902581,3.5,3.917319843,1.247193346,-0.991547944,0.276480426,0.290912459,0.71949055,998.1196955,1081.131518,1019.27223,1040.127724,1061.772455,44.99343421,44.98235109,44.96288968,44.9970465,..,5569017,5750213,5935546,6118166,..,13,13.30000019,13.30000019,13.19999981,..,10.19999981,10.39999962,10.30000019,10.30000019,..,2.93827155,3.042076436,3.11852864,3.149652545,3.125624981,12956791,13357003,13780108,14221041,14672557,51.03509812,51.01979089,50.99420121,50.96242954,50.92948012,7485138,7680677,7884840,8094759,8305694
,,SRB,37.65149783,37.66293163,37.52572605,37.72010062,..,88360,88360,88360,88360,88360,83.3688086,82.7132289,82.31279442,81.91324034,81.5164418,40.9,42.2,48.1,51.5,53.5,0.930018837,0.900247464,0.899119151,0.899802874,..,39460357731,46466728667,40742313861,45519650911,43866423167,0.584478088,1.401465736,-1.015270388,2.571734107,-1.812781844,0.989647482,2.205167184,-0.533730435,3.072055604,-1.334834775,5411.877404,6423.291783,5659.380204,6353.826383,6152.867126,43.67502571,43.706007,43.73986295,43.85926891,..,3131657,3126918,3130842,3128463,..,22.39999962,26.89999962,28,26,..,19.20000076,23,23.89999962,22.20000076,..,-0.402005901,-0.789468998,-0.485299545,-0.486591387,-0.485590269,7291436,7234099,7199077,7164132,7129428,51.12437888,51.13314327,51.14743229,51.16497093,51.18202729,3265980,3236681,3217483,3197137,3175804
,,SLE,21.89498476,22.89595456,20.3886118,21.94028817,..,72300,72300,72300,72300,72300,80.02080909,81.8635079,83.72342754,85.60347742,87.49829593,0.58,0.9,1.3,1.7,2.1,0.479259038,0.466960541,0.454416605,0.442503237,..,2578026297,2932106327,3789119779,4928272986,4892363979,5.346644565,5.961211231,15.20889189,20.12359402,6.981865773,2.999140067,3.576087472,12.64952126,17.48540274,4.665121004,446.3417657,496.2179691,627.0099848,797.6024353,774.6442244,49.8470479,49.7626951,49.68054513,49.67216832,..,2190882,2248584,2310655,2372864,..,2.299999952,2.200000048,2.200000048,2.099999905,..,3.400000095,3.400000095,3.400000095,3.200000048,..,2.253565006,2.276660808,2.246551474,2.220706908,2.189341169,5775902,5908908,6043157,6178859,6315627,50.61986855,50.60028012,50.57925849,50.55771624,50.53667672,3567139,3630610,3693275,3755140,3816028
,,CYP,8.885281385,9.090909091,9.231601732,8.647186147,..,9250,9250,9250,9250,9250,119.4464286,120.8489177,122.2189394,123.5554113,124.8547619,52.99,56.85989235,60.6898684,65.4548,69.33,2.18143369,2.176354717,2.14817885,2.111636858,..,25247424011,27089174646,24940600822,24057251749,23226158986,1.390644058,0.261283105,-2.384531145,-5.356745491,-2.255259091,-1.226615029,-2.264452696,-3.860607151,-5.136481217,-1.35572443,30438.90019,31836.61951,28868.27382,27910.61983,27194.39184,43.52516262,43.50251433,43.1069574,43.14347372,..,584478,585842,593526,603797,..,6.5,7.599999905,11,14.89999962,..,6.300000191,7.900000095,11.80000019,15.80000019,..,1.203111263,1.16731774,1.12728698,1.087570799,1.046142743,1103685,1116644,1129303,1141652,1153658,48.95925921,48.92938125,48.92823272,48.94582587,48.96771834,358135,363959,369723,375227,380488
,,SYC,1.956521739,0.173913043,0.173913043,0.175824176,..,460,460,460,455,455,195.1521739,190.0891304,191.9630435,197.5824176,201.156044,41,43.16400446,47.076,50.4,54.26,..,..,..,..,..,969973778,1065816209,1134236960,1411033801,1405764158,5.945430856,7.894705851,6.039787861,6.622540087,2.763439793,3.028007384,10.7684924,5.004644127,4.728477834,0.937801689,10805.09945,12188.97553,12844.82928,15695.59289,15359.17835,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.792329069,-2.628656355,0.98098019,1.792385936,1.792514345,89770,87441,88303,89900,91526,48.98529238,48.95320328,49.00448563,49.11200966,49.23540702,42803,41437,41577,42045,42506
,,MEX,12.09238921,11.81974845,11.90874251,11.81871962,..,1964380,1964380,1964380,1964380,1964380,61.01882353,61.9178842,62.79532035,63.65395663,64.50054425,31.05,37.17629541,39.75,43.46,44.39,0.653660977,0.644307172,0.617689268,0.597419255,..,1.05E+12,1.17E+12,1.19E+12,1.26E+12,1.28E+12,5.110198731,4.044614776,4.007370613,1.390831387,2.12475861,3.513460026,2.533865131,2.554080366,0.023157623,0.784342694,8861.493697,9730.277753,9721.062644,10200.80583,10230.1825,36.41341079,36.38307153,37.09188371,37.16783365,..,50752609,51179005,53384447,54475981,..,5.199999809,5.300000191,4.900000095,5,..,5.199999809,5.300000191,4.900000095,4.900000095,..,1.530765872,1.462665986,1.407149514,1.358093141,1.321217635,118617542,120365271,122070963,123740109,125385833,50.27032595,50.26598328,50.26291306,50.26077519,50.25910463,26303440,26338329,26358783,26367780,26367387
,,TGO,45.22890237,45.22890237,48.72219158,48.72219158,..,56790,56790,56790,56790,56790,117.500478,120.7240118,124.022449,127.3895753,130.8174848,3,3.5,4,4.5,5.7,0.315084946,0.305977518,0.297389876,0.288583452,..,3172945506,3756023048,3915776184,4338575495,4518443907,3.99567877,4.883763946,5.91249112,5.117622456,5.708886445,1.211601864,2.083191411,3.095697024,2.339182294,2.938916505,496.4824726,572.0256861,580.495021,626.1728171,635.0443282,51.30294401,51.19086121,51.14463125,50.97314684,..,2951585,3039439,3127208,3222638,..,7.300000191,7.300000191,7.199999809,7.199999809,..,7,7,7,6.900000095,..,2.713595479,2.7064644,2.695554347,2.67873238,2.6553193,6390851,6566179,6745581,6928719,7115163,50.74214686,50.70947655,50.67862946,50.6490738,50.62011931,3992173,4070374,4149005,4227974,4306879
,,DMA,8,8,8,8,..,750,750,750,750,750,94.88933333,95.20266667,95.58,96.00666667,96.45466667,47.45,51.3135,55.17701416,59,62.86,..,..,..,..,..,492962963,508518518.5,514814814.8,516666666.7,537777777.8,1.074380165,-0.081766149,-1.391162029,-0.912863071,2.42881072,0.830098498,-0.410619472,-1.780452692,-1.353219765,1.953062799,6926.847597,7121.908609,7181.625372,7175.427632,7433.927894,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.24197758,0.329665233,0.395564054,0.445404035,0.465548899,71167,71402,71685,72005,72341,..,..,..,..,..,22707,22571,22451,22343,22241
,,DOM,16.55629139,16.55629139,16.55629139,16.55629139,..,48670,48670,48670,48670,48670,204.8423634,207.5153146,210.1621689,212.7774834,215.3547806,31.4,38,41.2,45.9,49.58,0.896786666,0.880849987,1.337447409,1.315913231,..,53042973603,58026114991,60441438857,61198258779,63968961563,8.302152802,2.820884489,2.629506212,4.777741911,7.340878365,6.877021824,1.496475237,1.336955075,3.489885929,6.05625704,5358.967944,5786.905837,5951.868497,5952.322754,6147.348834,39.70712537,39.8000805,39.89498188,39.99116397,..,4404615,4484305,4560927,4635564,..,18.5,21.89999962,22.10000038,22.5,..,12.39999962,14.69999981,14.69999981,14.89999962,..,1.324618722,1.296441774,1.267432333,1.236747555,1.203986962,9897983,10027140,10155036,10281408,10405943,50.0834766,50.10171395,50.11974354,50.13750062,50.15489706,2598023,2513904,2433248,2356293,2282960
,,KOR,15.49933148,15.30391854,15.63636364,15.3468902,..,100030,100030,100150,100266,100266,508.180253,511.9761391,513.656302,515.2532062,517.3491782,83.7,83.75912015,84.07,84.77,84.33,2.64267108,2.599969415,2.559466358,2.524929805,..,1.09E+12,1.20E+12,1.22E+12,1.31E+12,1.41E+12,6.496785169,3.681704667,2.292382426,2.896,3.310147565,6.004657708,2.91298928,1.832105541,2.455015407,2.891600135,22151.20912,24155.8293,24453.97135,25997.88066,27970.49426,41.42871173,41.45355755,41.57468306,41.59592333,..,24955811,25365683,25767090,26119538,..,3.299999952,3,2.900000095,2.799999952,..,3.700000048,3.400000095,3.200000048,3.099999905,..,0.46317647,0.744180714,0.450977411,0.429494122,0.405959707,49410366,49779440,50004441,50219669,50423955,50.25116194,50.27385142,50.28720812,50.29387068,50.297712,8925489,8941881,8930293,8914493,8894786
,,AUT,16.51869527,16.47043148,16.41749455,16.40595655,..,83879,83879,83879,83879,83879,101.2996936,101.6503501,102.1321905,102.7416971,103.409531,75.17,78.7399931,80.02999392,80.6188,81,0.596994862,0.534273225,0.519092944,0.507913518,..,3.90E+11,4.29E+11,4.08E+11,4.28E+11,4.36E+11,1.880117659,3.071425817,0.883846197,0.228021381,0.300727589,1.635497808,2.724576696,0.424925928,-0.355708034,-0.347029209,46593.38922,51130.96905,48348.22596,50513.38542,51127.07616,46.07067614,46.00524484,46.1817868,46.00856726,..,4314610,4351706,4392277,4429888,..,4.199999809,4.199999809,4.300000191,4.900000095,..,4.400000095,4.099999905,4.300000191,4.900000095,..,0.2403943,0.337080842,0.455937472,0.584103986,0.647909059,8363404,8391643,8429991,8479375,8534492,51.27245208,51.20606385,51.12428311,51.03637792,50.95501705,2855935,2865075,2877662,2892824,2908640
,,VEN,3.061050961,3.061050961,3.061050961,3.061050961,..,912050,912050,912050,912050,912050,32.87313077,33.36276968,33.84642367,34.32463579,34.79828468,37.37,40.22,49.05008307,54.9,57,0.868954157,0.852128446,0.834909012,0.818494502,..,3.94E+11,3.16E+11,3.81E+11,3.71E+11,5.10E+11,-1.488791251,4.176425359,5.625956975,1.343094036,-3.999244142,-2.973939943,2.647510591,4.116597646,-0.06882177,-5.305936454,13581.35338,10754.59288,12771.59504,12265.03114,16614.54875,39.34925912,39.528401,39.64668538,39.76444155,..,13234300,13495618,13773956,14050186,..,9.199999809,9.300000191,9.100000381,8.199999809,..,8.600000381,8.300000191,8.100000381,7.5,..,1.519073331,1.478496783,1.43927434,1.402999946,1.370475368,28995745,29427631,29854238,30276045,30693827,50.08257591,50.10972851,50.136798,50.16354018,50.18963585,3256512,3292952,3328449,3362458,3394430
,,BGD,59.85250058,58.98440501,58.92294692,58.98440501,..,148460,148460,148460,148460,148460,1164.759753,1178.502051,1192.727871,1207.324222,1222.075079,3.7,4.5,5,6.63,9.6,0.303696691,0.297228695,0.291389824,0.285711552,..,1.15E+11,1.29E+11,1.33E+11,1.50E+11,1.74E+11,5.571802274,6.46438388,6.521435078,6.013596067,6.116224166,4.380462315,5.222922022,5.250940101,4.731909158,4.835365706,760.3319352,838.5478017,858.9333626,954.3963997,1092.668152,39.96108859,40.0815242,40.24373325,40.32429393,..,72754497,74336699,75826258,77333240,..,5.199999809,5.199999809,5.199999809,5,..,4.5,4.5,4.5,4.300000191,..,1.134879634,1.172933905,1.199882864,1.216351172,1.214377385,151616777,153405612,155257387,157157394,159077513,49.43422059,49.47211905,49.49288822,49.50207752,49.50786036,105431274,105504710,105590549,105683633,105761094
,,AGO,3.288682121,3.769952675,3.769952675,3.930376193,..,1246700,1246700,1246700,1246700,1246700,17.02089837,17.6003016,18.19654448,18.80821529,19.43332317,10,14.776,16.93721011,19.1,21.26,1.525743598,1.474182156,1.422409737,1.371134295,..,82470894869,1.04E+11,1.15E+11,1.24E+11,1.31E+11,3.407654794,3.918596986,5.155440545,6.800058482,3.901265128,-0.0028121,0.497589121,1.709831247,3.326763574,0.559093566,3886.478494,4744.985104,5084.346486,5295.210896,5423.609735,45.89498033,45.9603251,46.02231019,46.08146811,..,7668392,7936604,8225478,8533081,..,7.300000191,7.300000191,7.300000191,7.199999809,..,6.900000095,6.900000095,6.900000095,6.800000191,..,3.353692563,3.3474133,3.331567413,3.306204563,3.269552406,21219954,21942296,22685632,23448202,24227524,50.45629222,50.43906526,50.42281828,50.40744702,50.39282182,12711389,12967897,13225950,13485061,13743305
,,ATG,9.090909091,9.090909091,9.090909091,9.090909091,..,440,440,440,440,440,198.2568182,200.3454545,202.4295455,204.5113636,206.5909091,47,52,58,63.4,64,..,..,..,..,..,1135539037,1129918370,1204713111,1200587519,1269117037,-7.142991335,-1.793435604,4.019541839,-0.071363851,3.221505237,-8.136142884,-2.817256194,2.948620195,-1.08858484,2.182476884,13017.31039,12817.84157,13525.61622,13342.085,13961.68358,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.07531016,1.047989749,1.034875307,1.023163952,1.011701141,87233,88152,89069,89985,90900,52.25430743,52.25632998,52.24825697,52.23203867,52.21452145,64344,65526,66682,67810,68911
,,ADO,5.319148936,5.531914894,5.106382979,6.170212766,..,470,470,470,470,470,179.6148936,175.1617021,168.7574468,161.493617,154.8638298,81,81,86.43442462,94,95.9,..,..,..,..,..,3346317329,3427235709,3146177741,3249100675,..,-5.347977181,-4.802675037,-1.760010328,-0.063514313,..,-4.165093185,-2.382443262,1.968145012,4.431534067,..,39639.38602,41630.05258,39666.36921,42806.52255,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.241974138,-2.510551958,-3.724710143,-4.399683922,-4.19194055,84419,82326,79316,75902,72786,..,..,..,..,..,10285,10488,10543,10501,10457
,,FSM,2.857142857,2.857142857,2.857142857,2.857142857,..,700,700,700,700,700,148.0271429,147.8228571,147.88,148.1685714,148.6342857,20,22.8,25.974423,27.8,29.65,..,..,..,..,..,294117200,310287500,326161000,316245700,..,2.530578819,2.050567151,0.433683525,-4,..,2.868986427,2.191597255,0.394874574,-4.186968511,..,2838.448547,2998.642197,3150.826925,3049.091768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.329511812,-0.138100894,0.038648837,0.194948767,0.313820879,103619,103476,103516,103718,104044,48.94758683,48.90602652,48.86780788,48.83337511,48.80242974,80514,80398,80414,80545,80761
,,NIC,12.72228685,12.48961276,12.73059664,12.49792255,..,130370,130370,130370,130370,130370,47.67925877,48.26148413,48.83691208,49.40706332,49.97434768,10,10.6,13.5,15.5,17.6,0.496286741,0.484600409,0.473306873,0.461764193,..,8741313143,9755619761,10460339389,10850733052,11805641287,3.191298781,6.231594588,5.131796229,4.510537036,4.702775972,1.912099909,4.950019235,3.89306569,3.304498707,3.514241251,1523.481469,1679.7482,1779.867088,1824.988076,1963.054884,38.0886426,38.28965132,38.48241251,38.60806571,..,2417957,2476267,2535353,2598729,..,8.800000191,8.600000381,8.399999619,7.5,..,8,7.800000191,7.800000191,7.199999809,..,1.24738592,1.213733585,1.185260958,1.16069741,1.141643124,5737722,5807787,5877034,5945646,6013913,50.73213725,50.73478073,50.73127023,50.72375651,50.7151999,2452589,2465754,2477699,2488491,2498240
,,NGA,36.23307751,37.33104955,38.4290216,37.33104955,..,923770,923770,923770,923770,923770,175.0439101,179.8156165,184.7232594,189.7477047,194.8636714,24,28.43,32.8,38,42.68,0.325912723,0.316608843,0.307981547,0.298897886,..,3.69E+11,4.12E+11,4.61E+11,5.15E+11,5.69E+11,7.839739477,4.887386611,4.279277314,5.394416311,6.309718253,4.986828718,2.104025414,1.508833217,2.603613254,3.518654246,2314.963537,2514.148622,2739.852189,2979.834679,3203.296824,42.56510896,42.48529108,42.48196892,42.40300099,..,49706559,51167238,52600554,54199112,..,7.400000095,7.400000095,7.400000095,7.400000095,..,7.599999905,7.599999905,7.5,7.5,..,2.681132982,2.689511557,2.692683733,2.683650951,2.660487333,159424742,163770669,168240403,172816517,177475986,49.16053557,49.14140578,49.12304567,49.1055609,49.08905422,90106864,91118725,92138539,93158472,94165209
,,NER,11.92073893,12.31546538,12.55230126,12.55230126,..,1267000,1267000,1267000,1267000,1267000,12.8617589,13.37845188,13.9226194,14.4934578,15.08938817,0.83,1.3,1.4077,1.7,1.95,0.202868561,0.195685339,0.188481126,0.181380157,..,5718589799,6409169890,6942209595,7683045043,8168695870,8.369239798,2.31140022,11.81366328,4.582355297,6.900771748,4.246549977,-1.639997364,7.443410646,0.463281362,2.678902991,351.0062183,378.2005466,393.643423,418.492422,427.3732403,31.01240323,31.05928681,31.03524932,31.09666172,..,5274351,5467962,5676961,5899212,..,4.5,4.5,4.5,4.5,..,5.099999905,5.099999905,5.099999905,5.099999905,..,3.878551666,3.93868617,3.986946865,4.018254883,4.029436517,16291990,16946485,17635782,18358863,19113728,49.65820013,49.64120878,49.62861301,49.61875362,49.60963659,13431279,13935772,14463810,15013878,15583614
